,Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
54791,701f6ca559e9778c31053d1c9566100390e0f2ef2911fa3093f162254430dd54,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.21464299999999997,51.508232,On or near Darnley Terrace,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
54792,adade6c53c90c90920fe23ccb52da4ae32f17dd51de0c1466d114402d5b1a041,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.21464299999999997,51.508232,On or near Darnley Terrace,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
54793,8d564a5ac9f8348c9c939387ba4d4ad69a44d120405bfaba09394c248fc89087,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.211923,51.506284,On or near Taverners Close,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Under investigation,
54833,a872fe7b024644c0f55da332dafcadf88e48a41e3174d1a24e2d242a697d83e4,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20894899999999997,51.515977,On or near Ladbroke Grove,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54834,91ab20f17f831ce861ddf19a895ffe0a8f91f53fb1d8b254986d9f309d157dec,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20894899999999997,51.515977,On or near Ladbroke Grove,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54835,2628209975c9bdc0416f7eb213843ec3b9dd297712a622e3bb43c478739b946f,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20809899999999998,51.514139,On or near Elgin Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Investigation complete; no suspect identified,
54836,d39cabbd087e8a98f614520a0e302b5646317cf980196c24452ceee0ee79dc04,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.210087,51.512685,On or near Rosmead Road,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54837,2300e42f859a2dcb6c6032a7ee51b03dae8cb4dbbb4f1e1e3dd0e5a4cb44b3c5,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.210087,51.512685,On or near Rosmead Road,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54838,a03aff73d97ecaa59f6e38e989c511311b08401ec619ca078c4a9fb206189678,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.207163,51.513396,On or near Arundel Gardens,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
54839,91465b5440913259cffe8092c3476ce0c9ff405f56bfb9d3048e672f58b9a592,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20894899999999997,51.515977,On or near Ladbroke Grove,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54840,1c151710c3496c67a5cc94d53dc480183e85ddc75647881f0ee8497d43bf4683,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20809899999999998,51.514139,On or near Elgin Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54841,3fea67a4605cfdcd3a5e0ef830108079332831f4792eee112d07d3847bb31ab6,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.207163,51.513396,On or near Arundel Gardens,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
54842,fd82ecb2695cb1b58ca471b903b347665b63013ba16d634c147922530241ad18,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.208596,51.515073,On or near Blenheim Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
54843,79fb6a06b6976ce6d520179b85641c2cffe967f67f5ff67a3602b26ee9bdf44f,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.208596,51.515073,On or near Blenheim Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54844,4b9e6ef741aa3ca75538b88288325badfe87258e4c8f0cf1bf2d2e2748852f0a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20894899999999997,51.515977,On or near Ladbroke Grove,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
54845,0c21f1ddc2f223d76a11b558970f7c30c3cffca25df124b02450394a3cbfcfc4,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20809899999999998,51.514139,On or near Elgin Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Investigation complete; no suspect identified,
54846,e14b2c37a62a585dd22d43f00422dbbfecbaa6fb76a1568dc579f98e5e53d09a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.208596,51.515073,On or near Blenheim Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Under investigation,
54855,76ddd2e83e14635b505f1a6af880b87dba64cc73fef6c9401be80abd4dc57cad,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.205842,51.510337,On or near St Johns Gardens,E01002875,Kensington and Chelsea 007E,Violence and sexual offences,Local resolution,
54856,26c3f681388f88bc3801a83e72c1dfdfc79a494619752cae2ec10a524d0ba0ea,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.207603,51.511712,On or near Lansdowne Crescent,E01002875,Kensington and Chelsea 007E,Violence and sexual offences,Under investigation,
54863,7c4ba43a2f85f41337cb766f48f768ee60063a709aa818c72702c0d6a9672e2c,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.194703,51.504123,On or near Campden Grove,E01002824,Kensington and Chelsea 008A,Violence and sexual offences,Unable to prosecute suspect,
54870,5c443460efe10e18091e9662479460c988cdc611b3cb7674eb0c8f9efa49396c,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.200441,51.502934,On or near Sheldrake Place,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Investigation complete; no suspect identified,
54871,a8b21b76a11158e33554f45db28830546bd8c6aafffbec390250da0934fc8cb9,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.200441,51.502934,On or near Sheldrake Place,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Under investigation,
54908,4def806d7d3a38dfce4065c849cc21794c4de7f9d95e51e6c2fc320933e73456,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.188304,51.502684,On or near Parking Area,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
54909,ef1e13c210ba9cf075b0a13f4ddfc1f99c8f581252b8f89a24d62d50da2003a4,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.191644,51.503491,On or near York House Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Under investigation,
54910,b533814238ab0e2e182bf600f35e064822c270f423e0780c83471dfbfbe62c23,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.188908,51.503089,On or near Palace Green,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
54911,1458af9cfe0df32f63e8787f41147aa51c08aa077b375066a71bf65ddba4a583,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19056800000000002,51.502646999999996,On or near Old Court Place,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Unable to prosecute suspect,
54912,704efa91549a0875db4f645b5798d91577179d97fcfd6e97efae42cf8820edc7,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.18854200000000002,51.504315000000005,On or near Palace Avenue,E01002826,Kensington and Chelsea 008C,Violence and sexual offences,Under investigation,
54940,913c819d796b7eaa651b73d897596f921d82078298f762782fb43e658ed039d1,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.194613,51.508564,On or near Rabbit Row,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Investigation complete; no suspect identified,
54941,86235677b84f0b7321bd87752f7cf30a7fb305cc73be2c0ab47b882999a2a947,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.196515,51.508944,On or near Notting Hill Gate,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Investigation complete; no suspect identified,
54942,c22c42b15ff560304abc76b540c963830be6d61d85fe3986ec8609359cce535a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.194401,51.509199,On or near Nightclub,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Investigation complete; no suspect identified,
54943,5d36b8b217f79e5163f155289c0054145679773989e7696b80a95598f89e5446,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19665,51.507345,On or near Edge Street,E01002827,Kensington and Chelsea 008D,Violence and sexual offences,Unable to prosecute suspect,
54961,d4fdc2ac382fe0056df36fad9e363a905c915a9541f4fcadf87a7ec8592bb1c6,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19828800000000002,51.508526,On or near Theatre/Concert Hall,E01002828,Kensington and Chelsea 008E,Violence and sexual offences,Awaiting court outcome,
54962,6ab7a31d0496941d07b6cb4ed96294b269cfd55269676acc22636ecadf6f6caa,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.202731,51.50662,On or near Aubrey Road,E01002828,Kensington and Chelsea 008E,Violence and sexual offences,Under investigation,
54979,6f0c2295aab4aab5421ba054101bf7f9c600975e74cb4ecd42586e28be55abba,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.21263,51.500378000000005,On or near Russell Gardens Mews,E01002866,Kensington and Chelsea 009B,Violence and sexual offences,Under investigation,
55013,66b5f0d2f30b648421b53be9a54537f94bce6ca417e192557e5c2a3ba27b9b5c,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.20754499999999998,51.505489000000004,On or near Holland Park Mews,E01002868,Kensington and Chelsea 009D,Violence and sexual offences,Investigation complete; no suspect identified,
55028,61328709df4f72111d9f77f36928e571e54436f57e20fe8dddad6a0499f3f07e,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.215061,51.504523999999996,On or near Clearwater Terrace,E01002869,Kensington and Chelsea 009E,Violence and sexual offences,Unable to prosecute suspect,
55040,ae9d102fff3966a985c19b5a12f5c80c10287302e6dbcbb5518de47701995dca,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.18504600000000002,51.495853000000004,On or near Grenville Place,E01002887,Kensington and Chelsea 010A,Violence and sexual offences,Investigation complete; no suspect identified,
55041,8a0a0edbf9c696e918c9044c6d6732f53a34c11f3592b3a47bfe3a40305181c7,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.185059,51.49624,On or near Cornwall Mews South,E01002887,Kensington and Chelsea 010A,Violence and sexual offences,Investigation complete; no suspect identified,
55042,5c5762b2fd910c84603b3f907fbd56ef2c53724a105ae7a78049b8bd06a5c00b,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.182929,51.497268,On or near Petersham Mews,E01002887,Kensington and Chelsea 010A,Violence and sexual offences,Under investigation,
55067,c80fbd43bfcda2ec00fa71c813fa36fbae0d2672d40baeb67b858470b79e71a3,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.189353,51.501315000000005,On or near Parking Area,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Unable to prosecute suspect,
55068,bf8b13eed5d3f05ae8bc8b41fa563d307c36252b4d8a3d1bfac8d7ccd9026dcd,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.187698,51.501982,On or near Nightclub,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Unable to prosecute suspect,
55069,8e67517f64e2110bb308027c01247d1c5dc3c61a835f811a857674caf6d02b2e,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.192373,51.501083,On or near Shopping Area,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Under investigation,
55070,7d1648f2648496d6380c77838fe66fe9ba6fc1aaa26d66f391228fba630559d8,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.18996,51.501271,On or near Further/Higher Educational Building,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Under investigation,
55071,6d035bd32a5d035a708f2c04ebffd56121f560c3b6df2a5d3df69fa5721e1010,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19311,51.500312,On or near Wright'S Lane,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Awaiting court outcome,
55072,72d53cce8706f65db1f3fa6dab0b3cfb0ffe10f5b523b39db54254e113e7133c,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.191246,51.501165,On or near Derry Street,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Unable to prosecute suspect,
55073,e27f29dd87deb345693edb6a1efe54aacebe6aa5b67fe3d4c4a391bac56c8dc9,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.192373,51.501083,On or near Shopping Area,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Under investigation,
55074,09acff59fb5579b72fd67f7091c762c48df8184e3f042af4450d602a538a42d5,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.189353,51.501315000000005,On or near Parking Area,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Unable to prosecute suspect,
55075,2dbec14696ff23acc1380912fa7cb9ea14850f47c57693c39a09abf8c4f85023,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.192373,51.501083,On or near Shopping Area,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Under investigation,
55076,ab05dfc12f3ce106e75c6f7da3697895032213e2f1bbca217c45b588b0259422,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.187698,51.501982,On or near Nightclub,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Under investigation,
55077,be28f9e99ebca89df885b14ced58d3fef9f68537fc2c70e87e72736d19dcc631,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19311,51.500312,On or near Wright'S Lane,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Awaiting court outcome,
55078,2b0240020dab55beb1ac19817368a1a84c57e4c387cf241c48172e2aec0c0666,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.191246,51.501165,On or near Derry Street,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Under investigation,
55079,7e7df892e04383beb3c06b6007776a22a6a10d796e7108d545381a528a4effc3,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19311,51.500312,On or near Wright'S Lane,E01002889,Kensington and Chelsea 010B,Violence and sexual offences,Unable to prosecute suspect,
55092,36073b886eba7b2f948cc550cc2d5199eb7767143b25f4a62017e94c01164770,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.185646,51.497417999999996,On or near Kynance Mews,E01002890,Kensington and Chelsea 010C,Violence and sexual offences,Unable to prosecute suspect,
55113,d6d439cf88680d6f6334c08be0f68a56eecbfec954723414e53abfa09cfa1e4b,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19630899999999998,51.498113000000004,On or near Abingdon Road,E01002813,Kensington and Chelsea 011A,Violence and sexual offences,Investigation complete; no suspect identified,
55114,596dfc31d7d4aaa25ecd95ca2e47906d7135e4f0046890a67550fc91cc8f1845,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.194962,51.496087,On or near Lexham Mews,E01002813,Kensington and Chelsea 011A,Violence and sexual offences,Investigation complete; no suspect identified,
55115,ebd13b3568bd2b662a4768dbcd75e8a2060104ed2211f816d4eff0c49bf6b4bc,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.194962,51.496087,On or near Lexham Mews,E01002813,Kensington and Chelsea 011A,Violence and sexual offences,Under investigation,
55123,e0a935511d72eee4cc15174ed47f1e2006447c6cb8d512248938ac54db36a885,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.197871,51.494675,On or near Logan Place,E01002815,Kensington and Chelsea 011B,Violence and sexual offences,Offender given a caution,
55132,e3fd0fb5c621ce6ba2336c7273afa455c5d0480dc8515b47cd8df1a598541547,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.192608,51.498803,On or near Cheniston Gardens,E01002816,Kensington and Chelsea 011C,Violence and sexual offences,Under investigation,
55133,5602f97d08f64bd3407bd7ae26256e6c02a2d8c82db073cb2022034d0ce1cdf7,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19386199999999998,51.499515,On or near Iverna Gardens,E01002816,Kensington and Chelsea 011C,Violence and sexual offences,Unable to prosecute suspect,
55134,abbba051a6370a98ef93a6f1953d22f3559704132903d51411eb3d4f99654973,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19386199999999998,51.499515,On or near Iverna Gardens,E01002816,Kensington and Chelsea 011C,Violence and sexual offences,Under investigation,
55135,242521d6484dc01827c6dbf92ef564e4cfb4a912ed1dc312b95743829c404ef6,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.19484,51.499539,On or near Adam And Eve Mews,E01002816,Kensington and Chelsea 011C,Violence and sexual offences,Unable to prosecute suspect,
55136,0450a404bc0ca190650a00db20a8d255afd296286f1407a1ddfc070c96c2027b,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.192608,51.498803,On or near Cheniston Gardens,E01002816,Kensington and Chelsea 011C,Violence and sexual offences,Awaiting court outcome,
55155,f547dc30ddf07dac227ec83e34ce65a26294f3ec784a5175cb71ae494e292dcd,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.197943,51.497333000000005,On or near Police Station,E01002817,Kensington and Chelsea 011D,Violence and sexual offences,Under investigation,
55156,aee4f7e47b5539bf10c096ae1c859d7db0e4736332442a6029e23f38418a8ffa,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.197943,51.497333000000005,On or near Police Station,E01002817,Kensington and Chelsea 011D,Violence and sexual offences,Under investigation,
55157,d27705ef35feb0c291856a2367f9d53fa876f2d5a7df0febbbcd5e3976e47dc2,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.197943,51.497333000000005,On or near Police Station,E01002817,Kensington and Chelsea 011D,Violence and sexual offences,Under investigation,
55158,031beb7582205e66e2c280fb77308159de3e1cd41330807aac03841c83cce40a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.197943,51.497333000000005,On or near Police Station,E01002817,Kensington and Chelsea 011D,Violence and sexual offences,Under investigation,
55159,146e125ae38b5123fd6df16c36a0e1e1eccc0dc0f8daec9cadba5651b0ce3f5a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.197991,51.499280999999996,On or near Kensington High Street,E01002817,Kensington and Chelsea 011D,Violence and sexual offences,Under investigation,
55168,7a878724ec7cdcdddc623121bccca0981ff739d0bd500fdfcbd19b2bba1f1b4c,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.200597,51.498962,On or near Melbury Court,E01002865,Kensington and Chelsea 011E,Violence and sexual offences,Under investigation,
55169,52cda8bbd6d79ebe55a90242563d22bac214cc3ce482a95625a304bc3b284d6b,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.195953,51.500554,On or near Phillimore Walk,E01002865,Kensington and Chelsea 011E,Violence and sexual offences,Unable to prosecute suspect,
55170,811667a10b78103959f2b3b6b5ad208dd5c3218e3403aa950e13021f9133e171,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.195953,51.500554,On or near Phillimore Walk,E01002865,Kensington and Chelsea 011E,Violence and sexual offences,Under investigation,
55171,1e60a75b690a80135d33879f49708b738c0ea54129f3a051b149313610bbc51a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.195953,51.500554,On or near Phillimore Walk,E01002865,Kensington and Chelsea 011E,Violence and sexual offences,Unable to prosecute suspect,
55172,522ebb9baabf56320b72a73040a67c67de4067606e5004bd6e491ed254bfa9ff,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.195953,51.500554,On or near Phillimore Walk,E01002865,Kensington and Chelsea 011E,Violence and sexual offences,Unable to prosecute suspect,
55246,cb00f0ab7fed75fcd5181cfbe044288c7132413dfdb066f578f3958e187e8ec5,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.156406,51.497988,On or near Lowndes Street,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Under investigation,
55247,6e6a4eec3a0b1b7808d50c4b5fd267f98e5aaebcf678cc7fda50d3d86978d9f1,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.159923,51.497584,On or near Hans Street,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Under investigation,
55248,226a22ac9709ed452cccc49bc5eaa0db3bf480c437fc0a30533efab2d25608ed,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.161441,51.499955,On or near Basil Street,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Under investigation,
55249,f27658204ac97bbd21f195321a916ed12cee56329a528e89cec48ee6ff34dbf2,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.159413,51.500238,On or near Harriet Walk,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Unable to prosecute suspect,
55250,0df713ea80d59403303129fae79cd32a94eb388a86e54b860d865c8fdf33c5e0,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.15846300000000002,51.501985999999995,On or near William Street,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Investigation complete; no suspect identified,
55251,3f767815186be40e0f95d1931ec0329acef5583f6748d29e4784e76ce44bbac2,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.16463699999999998,51.497505,On or near Beauchamp Place,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Under investigation,
55252,3859bd0ec8db148ad521f101157a2438ed9149b2145e7b4772f9f1772cfb1459,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.158102,51.497726,On or near Parking Area,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Unable to prosecute suspect,
55253,8ca38b172f50650ce5aa5d84a85d31940da12d1df4456452f0a21078dff67b8b,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.16050999999999999,51.501613,On or near Knightsbridge,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Unable to prosecute suspect,
55254,a0955d83aa14769b219ba8316e68c504fc4f0889ab3a2b05e410fa5d0336d011,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.159122,51.501366,On or near Seville Street,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Unable to prosecute suspect,
55255,5a7a0d11c988aa2906e8c08282586f426c7b8dcd9a069c0de5342876713af487,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.157906,51.499009,On or near Harriet Walk,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Under investigation,
55256,56fd7cffdc9bcfaee4e6555fc612b09c341dc3ed0afc42b23ffc8e9a34695edb,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.16056700000000002,51.498404,On or near Herbert Crescent,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Investigation complete; no suspect identified,
55257,a0f5df0c0a7a7d807421dd4d4c605de9bb3ecbbc662417d842b35362e9a50152,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.156406,51.497988,On or near Lowndes Street,E01002818,Kensington and Chelsea 012A,Violence and sexual offences,Under investigation,
55300,db31843743f650fe0fbdb64f7edf0842f41c00c16952a0543dc734902b173e85,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.164599,51.498458,On or near Brompton Place,E01002819,Kensington and Chelsea 012B,Violence and sexual offences,Investigation complete; no suspect identified,
55301,f392a99946116988636d0e9d0551558ae57f96967fdd7b606b1cd27a2985c065,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.167888,51.497988,On or near Cheval Place,E01002819,Kensington and Chelsea 012B,Violence and sexual offences,Under investigation,
55302,fdd38a00b2667807afa103333b8bf6ed3825e033d1b194c72c6a46ab72fb8223,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.165979,51.497823,On or near Ovington Mews,E01002819,Kensington and Chelsea 012B,Violence and sexual offences,Investigation complete; no suspect identified,
55303,575f41f6e66f070ad7acf32e1d82569bf1ea00638d39aa3a7aa18e10563e58c7,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.165979,51.497823,On or near Ovington Mews,E01002819,Kensington and Chelsea 012B,Violence and sexual offences,Under investigation,
55304,b573245676f4e8573fae7939fc98460e8e9f338f0a6621d18698c85574c45531,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.165914,51.49837,On or near Brompton Road,E01002819,Kensington and Chelsea 012B,Violence and sexual offences,Investigation complete; no suspect identified,
55365,eae2b1aaa2ea93cdfa5e669aa107c39fcf2a65106ad5df9d8c5091b3302e9e5c,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.157578,51.493932,On or near Wilbraham Place,E01002859,Kensington and Chelsea 012C,Violence and sexual offences,Under investigation,
55366,1c191fef205d4403a7cf0054af219a3c7e6d810a08f2444edfa397dba32270e1,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.157578,51.493932,On or near Wilbraham Place,E01002859,Kensington and Chelsea 012C,Violence and sexual offences,Investigation complete; no suspect identified,
55367,f5fa11a26a4c54c890a2bccc6a4e20c3a40b9be1795fe1afcb11a2ecc6f8fc23,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.161126,51.491677,On or near Blacklands Terrace,E01002859,Kensington and Chelsea 012C,Violence and sexual offences,Under investigation,
55368,abbe61d01c4ea81102b909a5f7af25d18a2aa191fabd0a8bf3d5b50b7bc57fed,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.15729200000000002,51.493865,On or near Theatre/Concert Hall,E01002859,Kensington and Chelsea 012C,Violence and sexual offences,Investigation complete; no suspect identified,
55369,6ec3feabb3bbcad118c718c0460955313dd3c70e3f4c0e58e7ef4b0a3939cdc2,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.159359,51.492164,On or near Shopping Area,E01002859,Kensington and Chelsea 012C,Violence and sexual offences,Unable to prosecute suspect,
55392,8c5b0abbb1f4c5c05a7f2a5626eab84cc7b694d06b20f52692f99672c6de24ba,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.191382,51.495103,On or near Hospital,E01002812,Kensington and Chelsea 013A,Violence and sexual offences,Unable to prosecute suspect,
55393,79691b123062016a6f630666c85eb45122b4605d57fa96886963f2a0c10125bd,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.191382,51.495103,On or near Hospital,E01002812,Kensington and Chelsea 013A,Violence and sexual offences,Unable to prosecute suspect,
55394,4d10c04de009e5f5e2a0342c60bae900d738c5c84981e162496902cb4ebdbb02,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.191648,51.49538,On or near Pennant Mews,E01002812,Kensington and Chelsea 013A,Violence and sexual offences,Under investigation,
55397,5b737dc43e18367a319983af132b6d42e99a6eebd956b6562772f7d71244c37a,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.18900999999999998,51.492146999999996,On or near Laverton Place,E01002834,Kensington and Chelsea 013B,Violence and sexual offences,Under investigation,
55398,1daa0dc471cc24438c2bf4aa1d8d3a38db7def8252acca510c95c9c75f093a07,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.18900999999999998,51.492146999999996,On or near Laverton Place,E01002834,Kensington and Chelsea 013B,Violence and sexual offences,Unable to prosecute suspect,
55409,fe8a0df5335607bea0edcb8f8e93202c61e57c723c608e9f0690db0b6458fa3b,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.187181,51.494313,On or near Gaspar Close,E01002839,Kensington and Chelsea 013C,Violence and sexual offences,Unable to prosecute suspect,
55410,56236231935190f7242d7aeaedb62d8084165fe28d89209097ce0bf5cb21c332,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.186434,51.492808000000004,On or near Colbeck Mews,E01002839,Kensington and Chelsea 013C,Violence and sexual offences,Under investigation,
55411,3766e84f520106ef0f947ca5f5e3a4df4582a2b58a389ff75b93c65e9ff93ce2,2024-08,Metropolitan Police Service,Metropolitan Police Service,-0.18796400000000002,51.49419,On or near Gaspar Mews,E01002839,Kensington and Chelsea 013C,Violence and sexual offences,Unable to prosecute suspect,
